CAIXA_ID;DOCUMENTO;DESCRICAO;ENTRADA;DATA;HORA;SAIDA;SITUACAO;SALDO;DT_CANCELADA;OBSERVACAO;BOLETO_ID;PAGAR_ID;USUARIO_ID;USUARIO;INST_ID;CAN_MOTIVO;TIPO_CONTAS_ID;DT_LANCADO;DT_ALTERADO;RETORNO_ID;NUMERO_ARQUIVO;ANO_LETIVO;USR_CAD;RESERVA_ID;TIPO_CONTAS_ID_DEST;ORIGEM_ID;CONT_MAT_ID;Conta_Tipo_Nome;;InstNome;EXTRATO;CONTA_ID;OP_PAG_ID;OpcaoPagar;VENDA_LIVRE_ID;LOJA_ID;VENDA_ID;CANCELADO;RECEB_ID;CONTA_ID_DEST;CONTA_NOME;DT_FECHADO;HR_FECHADO;US_FECHADO
232055;Extrato/110177;Banco Brb - Cód. 110177;0;2/1/2015;09:28:41;2054,4;0;-2054,4;;;;110177;60;Francielly;1;;1512;15/1/2015;15/1/2015;;;2015;60;;;;;IOF;;COLÉGIO OLIMPO LTDA;;12;9;Débito em conta;;0;;0;;;BRB [GYN] [011616-0] [CC] [COB];;;
232057;Brb 2259/108962;Rescisão - Grupo Olimpo - Cód. 108962;0;2/1/2015;09:30:08;10000;0;-10000;;;;108962;60;Francielly;1;;566;15/1/2015;15/1/2015;;;2015;60;;;;;CA.Rescisão de contrato de trabalho (DESPESA);;COLÉGIO OLIMPO LTDA;;12;2;Cheque;;0;;0;;;BRB [GYN] [011616-0] [CC] [COB];;;
232058;Brb 2260/108964;Rescisão - Grupo Olimpo - Cód. 108964;0;2/1/2015;09:30:25;10000;0;-10000;;;;108964;60;Francielly;1;;566;15/1/2015;15/1/2015;;;2015;60;;;;;CA.Rescisão de contrato de trabalho (DESPESA);;COLÉGIO OLIMPO LTDA;;12;2;Cheque;;0;;0;;;BRB [GYN] [011616-0] [CC] [COB];;;
232059;Brb 2461/108961;Rescisão - Grupo Olimpo - Cód. 108961;0;2/1/2015;09:30:41;10000;0;-10000;;;;108961;60;Francielly;1;;566;15/1/2015;15/1/2015;;;2015;60;;;;;CA.Rescisão de contrato de trabalho (DESPESA);;COLÉGIO OLIMPO LTDA;;12;2;Cheque;;0;;0;;;BRB [GYN] [011616-0] [CC] [COB];;;
232060;Brb 2462/108967;Rescisão - Grupo Olimpo - Cód. 108967;0;2/1/2015;09:30:55;10000;0;-10000;;;;108967;60;Francielly;1;;566;15/1/2015;15/1/2015;;;2015;60;;;;;CA.Rescisão de contrato de trabalho (DESPESA);;COLÉGIO OLIMPO LTDA;;12;2;Cheque;;0;;0;;;BRB [GYN] [011616-0] [CC] [COB];;;
232061;Brb 2463/108965;Rescisão - Grupo Olimpo - Cód. 108965;0;2/1/2015;09:31:08;10000;0;-10000;;;;108965;60;Francielly;1;;566;15/1/2015;15/1/2015;;;2015;60;;;;;CA.Rescisão de contrato de trabalho (DESPESA);;COLÉGIO OLIMPO LTDA;;12;2;Cheque;;0;;0;;;BRB [GYN] [011616-0] [CC] [COB];;;
232062;Brb 2464/108968;Rescisão - Grupo Olimpo - Cód. 108968;0;2/1/2015;09:31:21;10000;0;-10000;;;;108968;60;Francielly;1;;566;15/1/2015;15/1/2015;;;2015;60;;;;;CA.Rescisão de contrato de trabalho (DESPESA);;COLÉGIO OLIMPO LTDA;;12;2;Cheque;;0;;0;;;BRB [GYN] [011616-0] [CC] [COB];;;
232063;Brb 2465/108960;Rescisão - Grupo Olimpo - Cód. 108960;0;2/1/2015;09:31:35;1713,54;0;-1713,54;;;;108960;60;Francielly;1;;566;15/1/2015;15/1/2015;;;2015;60;;;;;CA.Rescisão de contrato de trabalho (DESPESA);;COLÉGIO OLIMPO LTDA;;12;2;Cheque;;0;;0;;;BRB [GYN] [011616-0] [CC] [COB];;;
230783;Transferencia Entre Contas;Transferencia Entre Contas;0;2/1/2015;09:31:37;6497,58;0;-6497,58;;;;;60;Francielly;1;;1449;7/1/2015;7/1/2015;;;2015;60;;;;;Transferência entre contas;;COLÉGIO OLIMPO LTDA;;69;8;Transferência Bancária;;;;0;;61;DAYCOVAL [GYN] [6964461] [COB];;;
230784;Transferencia Entre Contas;Destino: 230783-Transferencia Entre Contas;6497,58;2/1/2015;09:31:37;0;0;6497,58;;;;;60;Francielly;1;;1449;7/1/2015;7/1/2015;;;2015;60;;;230783;;Transferência entre contas;;COLÉGIO OLIMPO LTDA;;61;8;Transferência Bancária;;;;0;;;DAYCOVAL [GYN] [6019333] [CC];;;
232064;Brb 2466/108958;Rescisão - Grupo Olimpo - Cód. 108958;0;2/1/2015;09:31:50;7221,79;0;-7221,79;;;;108958;60;Francielly;1;;566;15/1/2015;15/1/2015;;;2015;60;;;;;CA.Rescisão de contrato de trabalho (DESPESA);;COLÉGIO OLIMPO LTDA;;12;2;Cheque;;0;;0;;;BRB [GYN] [011616-0] [CC] [COB];;;
232065;Brb 2196/108268;Instituto C Lamar - Cód. 108268;0;2/1/2015;09:32:05;6000;0;-6000;;;;108268;60;Francielly;1;;1527;15/1/2015;15/1/2015;;;2015;60;;;;;Uber.Despesa diversas;;COLÉGIO OLIMPO LTDA;;12;2;Cheque;;0;;0;;;BRB [GYN] [011616-0] [CC] [COB];;;
232066;01/2014/39851;Mi - Morada Imóveis Ltda - Par. 039851(12-12);0;2/1/2015;09:32:28;10613,65;0;-10613,65;;;;39851;60;Francielly;1;;1548;15/1/2015;15/1/2015;;;2015;60;;;;;Aná.Aluguel;;COLÉGIO OLIMPO LTDA;;12;2;Cheque;;0;;0;;;BRB [GYN] [011616-0] [CC] [COB];;;
232067;Rescisão/109025;Rescisão - Grupo Olimpo - Cód. 109025;0;2/1/2015;09:32:42;1724;0;-1724;;;;109025;60;Francielly;1;;175;15/1/2015;15/1/2015;;;2015;60;;;;;T-3.Rescisão de contrato educacional;;COLÉGIO OLIMPO LTDA;;12;2;Cheque;;0;;0;;;BRB [GYN] [011616-0] [CC] [COB];;;
232068;Rescisão/109039;Rescisão - Grupo Olimpo - Cód. 109039;0;2/1/2015;09:32:55;1473;0;-1473;;;;109039;60;Francielly;1;;175;15/1/2015;15/1/2015;;;2015;60;;;;;T-3.Rescisão de contrato educacional;;COLÉGIO OLIMPO LTDA;;12;2;Cheque;;0;;0;;;BRB [GYN] [011616-0] [CC] [COB];;;
230787;Extrato/109428;Banco Daycoval S/A  - Cód. 109428;0;2/1/2015;09:33:47;58,46;0;-58,46;;;;109428;60;Francielly;1;;1511;7/1/2015;7/1/2015;;;2015;60;;;;;Tarifas de manutenção de conta;;COLÉGIO OLIMPO LTDA;;69;9;Débito em conta;;0;;0;;;DAYCOVAL [GYN] [6964461] [COB];;;
232069;13º Salário/108877;Arthur Guimaraes Rocha - Cód. 108877;0;2/1/2015;09:34:21;679,88;0;-679,88;;;;108877;60;Francielly;1;;294;15/1/2015;15/1/2015;;;2015;60;;;;;Marista.13º Salário ;;COLÉGIO OLIMPO LTDA;;12;2;Cheque;;0;;0;;;BRB [GYN] [011616-0] [CC] [COB];;;
232070;13º Salário/109027;Maria Lúcia Zambon Alves - Cód. 109027;0;2/1/2015;09:34:32;4344,54;0;-4344,54;;;;109027;60;Francielly;1;;294;15/1/2015;15/1/2015;;;2015;60;;;;;Marista.13º Salário ;;COLÉGIO OLIMPO LTDA;;12;2;Cheque;;0;;0;;;BRB [GYN] [011616-0] [CC] [COB];;;
232071;13º Salário/109028;Moacir Luciano Moreira Júnior - Cód. 109028;0;2/1/2015;09:34:47;6121,84;0;-6121,84;;;;109028;60;Francielly;1;;294;15/1/2015;15/1/2015;;;2015;60;;;;;Marista.13º Salário ;;COLÉGIO OLIMPO LTDA;;12;2;Cheque;;0;;0;;;BRB [GYN] [011616-0] [CC] [COB];;;
230208;181235;Par.(12/12) 015697/CAROLINA ALVES PEREIRA - Mensalidades;1339;2/1/2015;09:34:55;0;0;1339;;;181235;;8;Vinicius;1;;2;6/1/2015;6/1/2015;;;2015;8;;;;;Mensalidade Ensino Médio;;COLÉGIO OLIMPO LTDA;;3;4;Boleto;;0;;0;;;FACT: GF FOM. MERC.;;;
232072;13º Salário/108812;Moacir Luciano Moreira Júnior - Cód. 108812;0;2/1/2015;09:35:08;987,4;0;-987,4;;;;108812;60;Francielly;1;;1546;15/1/2015;15/1/2015;;;2015;60;;;;;Aná.Pagamento de Salário;;COLÉGIO OLIMPO LTDA;;12;2;Cheque;;0;;0;;;BRB [GYN] [011616-0] [CC] [COB];;;
230209;181303;Par.(12/12) 015813/DARLAN BORGES MACEDO - Mensalidades;1339;2/1/2015;09:35:17;0;0;1339;;;181303;;8;Vinicius;1;;2;6/1/2015;6/1/2015;;;2015;8;;;;;Mensalidade Ensino Médio;;COLÉGIO OLIMPO LTDA;;3;4;Boleto;;0;;0;;;FACT: GF FOM. MERC.;;;
230210;181289;Par.(12/12) 015576/WALDIR BITTENCOURT CRUZ N - Mensalidades;1339;2/1/2015;09:35:51;0;0;1339;;;181289;;8;Vinicius;1;;2;6/1/2015;6/1/2015;;;2015;8;;;;;Mensalidade Ensino Médio;;COLÉGIO OLIMPO LTDA;;3;4;Boleto;;0;;0;;;FACT: GF FOM. MERC.;;;
230211;181988;Par.(12/12) 013556/MARCELA MACHADO SADDI CRU - Mensalidades;1339;2/1/2015;09:36:23;0;0;1339;;;181988;;8;Vinicius;1;;2;6/1/2015;6/1/2015;;;2015;8;;;;;Mensalidade Ensino Médio;;COLÉGIO OLIMPO LTDA;;3;4;Boleto;;0;;0;;;FACT: GF FOM. MERC.;;;
230212;177870;Par.(12/12) 017755/LUÍSA FREIRE BARCELOS - Mensalidades;1492;2/1/2015;09:36:56;0;0;1492;;;177870;;8;Vinicius;1;;2;6/1/2015;6/1/2015;;;2015;8;;;;;Mensalidade Ensino Médio;;COLÉGIO OLIMPO LTDA;;3;4;Boleto;;0;;0;;;FACT: GF FOM. MERC.;;;
230213;181895;Par.(12/12) 013539/VICTOR TAVARES PONTES - Mensalidades;1339;2/1/2015;09:37:21;0;0;1339;;;181895;;8;Vinicius;1;;2;6/1/2015;6/1/2015;;;2015;8;;;;;Mensalidade Ensino Médio;;COLÉGIO OLIMPO LTDA;;3;4;Boleto;;0;;0;;;FACT: GF FOM. MERC.;;;
230217;182072;Par.(12/12) 013819/ANA CAROLINA DINIZ MOREIR - Mensalidades;1339;2/1/2015;09:38:02;0;0;1339;;;182072;;8;Vinicius;1;;2;6/1/2015;6/1/2015;;;2015;8;;;;;Mensalidade Ensino Médio;;COLÉGIO OLIMPO LTDA;;3;4;Boleto;;0;;0;;;FACT: GF FOM. MERC.;;;
230220;182050;Par.(12/12) 013779/ANA CECÍLIA GONÇALVES VIL - Mensalidades;1339;2/1/2015;09:38:24;0;0;1339;;;182050;;8;Vinicius;1;;2;6/1/2015;6/1/2015;;;2015;8;;;;;Mensalidade Ensino Médio;;COLÉGIO OLIMPO LTDA;;3;4;Boleto;;0;;0;;;FACT: GF FOM. MERC.;;;
230221;181909;Par.(12/12) 013506/MARCELLO SIMÃO MERZIAN - Mensalidades;1339;2/1/2015;09:38:43;0;0;1339;;;181909;;8;Vinicius;1;;2;6/1/2015;6/1/2015;;;2015;8;;;;;Mensalidade Ensino Médio;;COLÉGIO OLIMPO LTDA;;3;4;Boleto;;0;;0;;;FACT: GF FOM. MERC.;;;
230222;182246;Par.(12/12) 014110/MATHEUS URZEDA MAGALHÃES - Mensalidades;1492;2/1/2015;09:39:04;0;0;1492;;;182246;;8;Vinicius;1;;2;6/1/2015;6/1/2015;;;2015;8;;;;;Mensalidade Ensino Médio;;COLÉGIO OLIMPO LTDA;;3;4;Boleto;;0;;0;;;FACT: GF FOM. MERC.;;;
230223;182096;Par.(12/12) 015782/FERNANDO VIEIRA DE SOUZA  - Mensalidades;1339;2/1/2015;09:39:36;0;0;1339;;;182096;;8;Vinicius;1;;2;6/1/2015;6/1/2015;;;2015;8;;;;;Mensalidade Ensino Médio;;COLÉGIO OLIMPO LTDA;;3;4;Boleto;;0;;0;;;FACT: GF FOM. MERC.;;;
230224;181943;Par.(12/12) 015357/MIGUEL ARAUJO BARROS - Mensalidades;1339;2/1/2015;09:39:54;0;0;1339;;;181943;;8;Vinicius;1;;2;6/1/2015;6/1/2015;;;2015;8;;;;;Mensalidade Ensino Médio;;COLÉGIO OLIMPO LTDA;;3;4;Boleto;;0;;0;;;FACT: GF FOM. MERC.;;;
230225;181835;Par.(12/12) 015306/ARTUR JUNQUEIRA LÔBO FERR - Mensalidades;1339;2/1/2015;09:40:19;0;0;1339;;;181835;;8;Vinicius;1;;2;6/1/2015;6/1/2015;;;2015;8;;;;;Mensalidade Ensino Médio;;COLÉGIO OLIMPO LTDA;;3;4;Boleto;;0;;0;;;FACT: GF FOM. MERC.;;;
230226;181874;Par.(12/12) 017492/GILBERTO ANTONIO SEBBA NE - Mensalidades;1339;2/1/2015;09:40:33;0;0;1339;;;181874;;8;Vinicius;1;;2;6/1/2015;6/1/2015;;;2015;8;;;;;Mensalidade Ensino Médio;;COLÉGIO OLIMPO LTDA;;3;4;Boleto;;0;;0;;;FACT: GF FOM. MERC.;;;
230227;182026;Par.(12/12) 015551/BRENNO GIOVANINI DE MOURA - Mensalidades;1339;2/1/2015;09:41:19;0;0;1339;;;182026;;8;Vinicius;1;;2;6/1/2015;6/1/2015;;;2015;8;;;;;Mensalidade Ensino Médio;;COLÉGIO OLIMPO LTDA;;3;4;Boleto;;0;;0;;;FACT: GF FOM. MERC.;;;
230228;182251;Par.(12/12) 014134/LUCAS DE SOUZA GOMES - Mensalidades;1492;2/1/2015;09:41:39;0;0;1492;;;182251;;8;Vinicius;1;;2;6/1/2015;6/1/2015;;;2015;8;;;;;Mensalidade Ensino Médio;;COLÉGIO OLIMPO LTDA;;3;4;Boleto;;0;;0;;;FACT: GF FOM. MERC.;;;
230229;177848;Par.(12/12) 017759/JOÃO PEDRO AMORIM LEÃO - Mensalidades;1492;2/1/2015;09:41:58;0;0;1492;;;177848;;8;Vinicius;1;;2;6/1/2015;6/1/2015;;;2015;8;;;;;Mensalidade Ensino Médio;;COLÉGIO OLIMPO LTDA;;3;4;Boleto;;0;;0;;;FACT: GF FOM. MERC.;;;
230230;182099;Par.(12/12) 013828/PEDRO HENRIQUE PASSOS LEI - Mensalidades;1339;2/1/2015;09:42:20;0;0;1339;;;182099;;8;Vinicius;1;;2;6/1/2015;6/1/2015;;;2015;8;;;;;Mensalidade Ensino Médio;;COLÉGIO OLIMPO LTDA;;3;4;Boleto;;0;;0;;;FACT: GF FOM. MERC.;;;
230231;181308;Par.(12/12) 016126/CAROLINA MILHOMEM DA MOTA - Mensalidades;1339;2/1/2015;09:42:43;0;0;1339;;;181308;;8;Vinicius;1;;2;6/1/2015;6/1/2015;;;2015;8;;;;;Mensalidade Ensino Médio;;COLÉGIO OLIMPO LTDA;;3;4;Boleto;;0;;0;;;FACT: GF FOM. MERC.;;;
230232;181367;Par.(12/12) 015641/EDUARDA DE OLIVEIRA CAIXE - Mensalidades;1339;2/1/2015;09:42:58;0;0;1339;;;181367;;8;Vinicius;1;;2;6/1/2015;6/1/2015;;;2015;8;;;;;Mensalidade Ensino Médio;;COLÉGIO OLIMPO LTDA;;3;4;Boleto;;0;;0;;;FACT: GF FOM. MERC.;;;
230233;182042;Par.(12/12) 013755/LEONARDO ABRÃO HELOU - Mensalidades;1339;2/1/2015;09:43:13;0;0;1339;;;182042;;8;Vinicius;1;;2;6/1/2015;6/1/2015;;;2015;8;;;;;Mensalidade Ensino Médio;;COLÉGIO OLIMPO LTDA;;3;4;Boleto;;0;;0;;;FACT: GF FOM. MERC.;;;
230234;181390;Par.(12/12) 015546/ARTHUR HENRIQUE FREITAS E - Mensalidades;1339;2/1/2015;09:43:33;0;0;1339;;;181390;;8;Vinicius;1;;2;6/1/2015;6/1/2015;;;2015;8;;;;;Mensalidade Ensino Médio;;COLÉGIO OLIMPO LTDA;;3;4;Boleto;;0;;0;;;FACT: GF FOM. MERC.;;;
230236;181920;Par.(12/12) 013500/HEITOR MUNDIM SOARES - Mensalidades;1339;2/1/2015;09:44:06;0;0;1339;;;181920;;8;Vinicius;1;;2;6/1/2015;6/1/2015;;;2015;8;;;;;Mensalidade Ensino Médio;;COLÉGIO OLIMPO LTDA;;3;4;Boleto;;0;;0;;;FACT: GF FOM. MERC.;;;
230237;181956;Par.(12/12) 013620/DANIEL FRANCISCO FERNANDE - Mensalidades;1339;2/1/2015;09:44:38;0;0;1339;;;181956;;8;Vinicius;1;;2;6/1/2015;6/1/2015;;;2015;8;;;;;Mensalidade Ensino Médio;;COLÉGIO OLIMPO LTDA;;3;4;Boleto;;0;;0;;;FACT: GF FOM. MERC.;;;
230240;181391;Par.(12/12) 015554/GUSTAVO TELES CINTRA - Mensalidades;1339;2/1/2015;09:44:56;0;0;1339;;;181391;;8;Vinicius;1;;2;6/1/2015;6/1/2015;;;2015;8;;;;;Mensalidade Ensino Médio;;COLÉGIO OLIMPO LTDA;;3;4;Boleto;;0;;0;;;FACT: GF FOM. MERC.;;;
230241;182322;Par.(12/12) 016046/ADRIANA OLIVEIRA BRINGEL  - Mensalidades;1492;2/1/2015;09:46:01;0;0;1492;;;182322;;8;Vinicius;1;;2;6/1/2015;6/1/2015;;;2015;8;;;;;Mensalidade Ensino Médio;;COLÉGIO OLIMPO LTDA;;3;4;Boleto;;0;;0;;;FACT: GF FOM. MERC.;;;
230242;181954;Par.(12/12) 013560/ESTER FERREIRA DE CASTRO - Mensalidades;1339;2/1/2015;09:46:15;0;0;1339;;;181954;;8;Vinicius;1;;2;6/1/2015;6/1/2015;;;2015;8;;;;;Mensalidade Ensino Médio;;COLÉGIO OLIMPO LTDA;;3;4;Boleto;;0;;0;;;FACT: GF FOM. MERC.;;;
230243;182000;Par.(12/12) 013711/LUCAS CHUC GOMES DE BARRO - Mensalidades;1339;2/1/2015;09:46:29;0;0;1339;;;182000;;8;Vinicius;1;;2;6/1/2015;6/1/2015;;;2015;8;;;;;Mensalidade Ensino Médio;;COLÉGIO OLIMPO LTDA;;3;4;Boleto;;0;;0;;;FACT: GF FOM. MERC.;;;
230244;181385;Par.(12/12) 015472/GABRIELA PFEIFFER DE CARV - Mensalidades;1339;2/1/2015;09:46:50;0;0;1339;;;181385;;8;Vinicius;1;;2;6/1/2015;6/1/2015;;;2015;8;;;;;Mensalidade Ensino Médio;;COLÉGIO OLIMPO LTDA;;3;4;Boleto;;0;;0;;;FACT: GF FOM. MERC.;;;
230245;181949;Par.(12/12) 013577/CAROLINA SOUZA ORRO DE FR - Mensalidades;1339;2/1/2015;09:47:12;0;0;1339;;;181949;;8;Vinicius;1;;2;6/1/2015;6/1/2015;;;2015;8;;;;;Mensalidade Ensino Médio;;COLÉGIO OLIMPO LTDA;;3;4;Boleto;;0;;0;;;FACT: GF FOM. MERC.;;;
230246;181375;Par.(12/12) 015344/ARTHUR MORENO CECILIO - Mensalidades;1339;2/1/2015;09:47:27;0;0;1339;;;181375;;8;Vinicius;1;;2;6/1/2015;6/1/2015;;;2015;8;;;;;Mensalidade Ensino Médio;;COLÉGIO OLIMPO LTDA;;3;4;Boleto;;0;;0;;;FACT: GF FOM. MERC.;;;
232073;ANT.COB/110178;Banco Brb - Cód. 110178;0;2/1/2015;09:47:36;1284;0;-1284;;;;110178;60;Francielly;1;;1578;15/1/2015;15/1/2015;;;2015;60;;;;;Marista.Déb.antecipação de Cobrança;;COLÉGIO OLIMPO LTDA;;12;9;Débito em conta;;0;;0;;;BRB [GYN] [011616-0] [CC] [COB];;;
232074;ANT.COB/110179;Banco Brb - Cód. 110179;0;2/1/2015;09:47:36;800;0;-800;;;;110179;60;Francielly;1;;1578;15/1/2015;15/1/2015;;;2015;60;;;;;Marista.Déb.antecipação de Cobrança;;COLÉGIO OLIMPO LTDA;;12;9;Débito em conta;;0;;0;;;BRB [GYN] [011616-0] [CC] [COB];;;
230247;182081;Par.(12/12) 013802/ARIANNY LIMA DA SILVA - Mensalidades;1339;2/1/2015;09:47:47;0;0;1339;;;182081;;8;Vinicius;1;;2;6/1/2015;6/1/2015;;;2015;8;;;;;Mensalidade Ensino Médio;;COLÉGIO OLIMPO LTDA;;3;4;Boleto;;0;;0;;;FACT: GF FOM. MERC.;;;
230248;182001;Par.(12/12) 013668/LUÍSA CHEIN MUNIZ TELHO - Mensalidades;1339;2/1/2015;09:48:04;0;0;1339;;;182001;;8;Vinicius;1;;2;6/1/2015;6/1/2015;;;2015;8;;;;;Mensalidade Ensino Médio;;COLÉGIO OLIMPO LTDA;;3;4;Boleto;;0;;0;;;FACT: GF FOM. MERC.;;;
230255;182280;Par.(12/12) 014103/JULIANA COÊLHO BARBOSA - Mensalidades;1492;2/1/2015;09:57:56;0;0;1492;;;182280;;8;Vinicius;1;;2;6/1/2015;6/1/2015;;;2015;8;;;;;Mensalidade Ensino Médio;;COLÉGIO OLIMPO LTDA;;3;4;Boleto;;0;;0;;;FACT: GF FOM. MERC.;;;
232075;Extrato;Deposito Cheque Bloqueado;9575;2/1/2015;09:57:57;0;0;9575;;;;;60;Francielly;1;;1588;15/1/2015;15/1/2015;;;2015;60;;;;;Crédito Cheque Devolvido ;;COLÉGIO OLIMPO LTDA;;12;12;Crédito em conta;;;;0;;;BRB [GYN] [011616-0] [CC] [COB];;;
